userid,version,total_rounds,one_d_retention,seven_d_retention
4161990,Gate 30,2,0,0
4162040,Gate 40,2,0,0
4162187,Gate 30,51,0,0
4162318,Gate 30,7,1,0
4162389,Gate 40,0,0,0
4162512,Gate 40,438,1,1
4162614,Gate 30,19,0,0
4162683,Gate 30,27,1,0
4162781,Gate 40,53,1,0
4162808,Gate 40,19,1,0
4162884,Gate 40,5,0,0
4163116,Gate 30,2,0,0
4163181,Gate 40,56,0,1
4163237,Gate 40,4,0,0
4163250,Gate 30,46,0,1
4163274,Gate 30,3,0,0
4163299,Gate 30,5,0,0
4163432,Gate 30,11,1,0
4163532,Gate 30,15,0,0
4163641,Gate 30,103,1,0
4163746,Gate 40,12,0,0
4163880,Gate 30,106,1,1
4163950,Gate 40,8,0,0
4164134,Gate 40,34,0,0
4164144,Gate 30,6,0,0
4164228,Gate 30,69,1,0
4164487,Gate 40,0,0,0
4164499,Gate 30,94,1,1
4164728,Gate 40,11,1,0
4164763,Gate 40,4,0,0
4164897,Gate 40,9,0,0
4164905,Gate 40,217,1,1
4164992,Gate 30,259,1,1
4165228,Gate 40,13,0,0
4165284,Gate 40,0,0,0
4165515,Gate 30,3,0,0
4165872,Gate 40,1,0,0
4165936,Gate 40,31,1,0
4165945,Gate 40,8,1,0
4166123,Gate 30,182,1,1
4166282,Gate 40,11,0,0
4166293,Gate 30,99,1,0
4166400,Gate 40,70,1,0
4166408,Gate 40,51,1,0
4166453,Gate 30,259,1,1
4166569,Gate 40,42,1,0
4166691,Gate 40,1,0,0
4166796,Gate 40,69,1,0
4166935,Gate 30,4,0,0
4166941,Gate 40,12,1,0
4166950,Gate 30,122,0,1
4167135,Gate 40,6,0,0
4167262,Gate 40,6,0,0
4167339,Gate 30,0,0,0
4167491,Gate 30,55,1,0
4167534,Gate 30,1,0,0
4167810,Gate 30,11,0,0
4167945,Gate 30,0,0,0
4168025,Gate 40,21,0,0
4168106,Gate 40,6,1,0
4168153,Gate 30,174,1,1
4168251,Gate 30,60,1,1
4168273,Gate 30,1,0,0
4168425,Gate 30,15,0,0
4168477,Gate 40,75,0,1
4168499,Gate 40,66,0,0
4168812,Gate 30,617,1,1
4169206,Gate 30,8,1,0
4169317,Gate 30,11,0,0
4169318,Gate 30,37,1,0
4169377,Gate 40,3,0,0
4169384,Gate 30,27,1,0
4169823,Gate 30,49,1,0
4169834,Gate 30,38,0,1
4169987,Gate 30,95,1,1
4170009,Gate 30,3,0,0
4170057,Gate 40,18,0,1
4170063,Gate 30,44,1,1
4170446,Gate 40,19,0,1
4170456,Gate 30,112,1,1
4170634,Gate 30,260,1,1
4170760,Gate 40,14,0,0
4170797,Gate 40,2,0,0
4171120,Gate 30,123,1,0
4171186,Gate 40,6,0,0
4171446,Gate 40,89,1,0
4171479,Gate 30,14,1,0
4171705,Gate 40,24,0,0
4171832,Gate 30,0,0,0
4171898,Gate 30,3,0,0
4171901,Gate 30,200,1,0
4172111,Gate 30,22,0,0
4172154,Gate 40,87,1,0
4172306,Gate 40,19,1,0
4172434,Gate 40,83,0,0
4172475,Gate 30,513,1,1
4172602,Gate 40,12,0,0
4172673,Gate 30,15,0,0
4172819,Gate 40,76,1,0
4172849,Gate 40,0,0,0
4172881,Gate 30,2,0,0
4173161,Gate 40,139,1,0
4173240,Gate 30,7,0,0
4173402,Gate 30,4,0,0
4173510,Gate 40,22,1,0
4173573,Gate 30,418,1,1
4173691,Gate 40,51,0,0
4173725,Gate 30,17,1,1
4173859,Gate 40,7,1,0
4173966,Gate 30,1,0,0
4173989,Gate 40,80,1,0
4174127,Gate 40,34,0,0
4174165,Gate 40,88,0,1
4174249,Gate 30,22,0,0
4174411,Gate 30,21,1,0
4174580,Gate 40,263,1,1
4174645,Gate 30,36,1,0
4174669,Gate 30,4,0,0
4175374,Gate 40,5,0,0
4175436,Gate 40,8,0,0
4175576,Gate 30,33,1,0
4175669,Gate 30,1,0,0
4175728,Gate 40,198,0,0
4175810,Gate 40,6,0,0
4175812,Gate 30,60,1,0
4175904,Gate 30,19,1,0
4176062,Gate 40,29,1,0
4176281,Gate 30,89,1,0
4176293,Gate 30,33,0,0
4176376,Gate 30,355,1,1
4176489,Gate 30,5,0,0
4176613,Gate 30,105,1,0
4176747,Gate 40,10,1,0
4176764,Gate 30,25,0,1
4176832,Gate 30,22,0,0
4176893,Gate 40,0,0,0
4176981,Gate 30,128,1,0
4177058,Gate 30,67,1,0
4177364,Gate 30,25,1,1
4177414,Gate 30,142,1,1
4177539,Gate 40,86,1,1
4178019,Gate 40,74,1,0
4178029,Gate 40,2,0,0
4178032,Gate 40,206,1,0
4178205,Gate 30,89,0,1
4178346,Gate 30,605,1,1
4178461,Gate 30,158,1,0
4178553,Gate 40,523,1,1
4178572,Gate 30,33,0,0
4178627,Gate 30,61,1,0
4178692,Gate 40,61,0,0
4178826,Gate 30,5,0,0
4178854,Gate 30,16,0,0
4178861,Gate 40,43,0,0
4178868,Gate 40,103,1,0
4178909,Gate 40,21,1,0
4179074,Gate 30,222,1,0
4179130,Gate 40,20,0,0
4179175,Gate 40,95,1,1
4179200,Gate 40,1,0,0
4179215,Gate 30,7,0,0
4179292,Gate 40,188,1,0
4179328,Gate 30,1,0,0
4179462,Gate 30,2,0,0
4179506,Gate 30,143,0,1
4179615,Gate 30,9,0,0
4179729,Gate 40,244,1,1
4179856,Gate 30,116,1,1
4179947,Gate 30,4,0,0
4179980,Gate 40,440,1,1
4180011,Gate 30,25,0,0
4180070,Gate 40,45,0,1
4180190,Gate 40,4,0,0
4180221,Gate 40,2,0,0
4180300,Gate 30,8,0,0
4180414,Gate 30,1,0,0
4180522,Gate 40,0,0,0
4180684,Gate 40,11,1,0
4180998,Gate 30,0,0,0
4181166,Gate 40,369,1,1
4181191,Gate 30,21,0,0
4181383,Gate 40,3,0,0
4181498,Gate 40,6,0,0
4181572,Gate 30,109,1,0
4181958,Gate 40,8,0,0
4182094,Gate 30,238,1,1
4182153,Gate 30,22,0,0
4182175,Gate 40,9,1,0
4182311,Gate 40,14,1,0
4182626,Gate 30,24,0,0
4182649,Gate 40,44,1,0
4182684,Gate 40,14,1,0
4182700,Gate 40,54,1,0
4182737,Gate 40,23,1,0
4182815,Gate 30,53,1,0
4182896,Gate 40,1,0,0
4183081,Gate 30,76,1,1
4183228,Gate 30,37,1,0
4183292,Gate 30,37,1,1
4183382,Gate 40,2,0,0
4183413,Gate 40,1,0,0
4183443,Gate 40,43,1,1
4183908,Gate 40,5,0,0
4184190,Gate 40,148,1,1
4184324,Gate 40,348,1,1
4184341,Gate 40,9,0,0
4184363,Gate 30,62,1,0
4184404,Gate 30,4,0,0
4184476,Gate 30,81,1,0
4184553,Gate 40,34,1,0
4184610,Gate 40,8,0,0
4184679,Gate 40,475,1,1
4184785,Gate 40,17,1,0
4184789,Gate 40,210,1,1
4184879,Gate 40,2,0,0
4184887,Gate 40,1,0,0
4184908,Gate 30,431,1,1
4185138,Gate 30,4,0,0
4185278,Gate 30,28,1,0
4185448,Gate 40,39,1,0
4185817,Gate 40,8,0,0
4185892,Gate 30,17,0,0
4185933,Gate 40,13,0,0
4185958,Gate 40,9,0,0
4185999,Gate 30,24,1,0
4186081,Gate 40,0,0,0
4186142,Gate 30,13,1,1
4186186,Gate 40,22,1,0
4186232,Gate 40,23,0,0
4186426,Gate 40,2,0,0
4186545,Gate 40,7,1,0
4186743,Gate 30,42,1,0
4186746,Gate 30,25,0,0
4187020,Gate 30,13,1,0
4187080,Gate 30,6,0,0
4187411,Gate 40,1,0,0
4187484,Gate 30,18,0,0
4187572,Gate 40,3,0,0
4187672,Gate 30,1,0,0
4187779,Gate 40,11,1,0
4187950,Gate 40,20,0,1
4188286,Gate 40,23,0,0
4188480,Gate 30,1,0,0
4188543,Gate 30,9,0,0
4188687,Gate 40,27,0,0
4188813,Gate 30,103,1,0
4189201,Gate 40,2,0,0
4189349,Gate 40,26,0,0
4189497,Gate 30,13,0,0
4189640,Gate 40,6,0,0
4189657,Gate 30,142,1,1
4189820,Gate 40,1,0,0
4189834,Gate 30,4,0,0
4190027,Gate 40,6,0,0
4190056,Gate 30,12,1,0
4190134,Gate 40,24,0,0
4190522,Gate 40,7,0,0
4190562,Gate 30,6,1,1
4190617,Gate 40,16,1,0
4190768,Gate 30,14,0,1
4190855,Gate 30,14,0,0
4190929,Gate 30,1,0,0
4190937,Gate 40,51,1,0
4191270,Gate 30,25,0,1
4191421,Gate 30,47,0,0
4191771,Gate 40,14,1,0
4191903,Gate 30,30,1,0
4192021,Gate 30,32,1,0
4192094,Gate 40,499,1,1
4192173,Gate 30,21,0,0
4192306,Gate 30,17,1,0
4192477,Gate 40,6,0,0
4192492,Gate 40,96,1,0
4192558,Gate 40,5,1,1
4192578,Gate 30,176,1,0
4192708,Gate 30,0,0,0
4192825,Gate 40,75,1,1
4192974,Gate 30,11,1,0
4192986,Gate 40,1,0,0
4193097,Gate 40,20,0,0
4193140,Gate 40,0,0,0
4193207,Gate 40,61,1,1
4193584,Gate 40,66,0,0
4193610,Gate 40,5,0,0
4193617,Gate 30,4,0,0
4193793,Gate 30,14,0,0
4194271,Gate 30,9,0,0
4194436,Gate 30,6,1,0
4194474,Gate 40,8,1,0
4194478,Gate 30,55,1,1
4194651,Gate 30,2,0,0
4194722,Gate 40,1,0,0
4194794,Gate 40,68,1,0
4194841,Gate 40,90,1,1
4194870,Gate 30,35,1,1
4194928,Gate 40,17,0,0
4195032,Gate 40,17,1,0
4195140,Gate 30,7,0,0
4195161,Gate 40,1,0,0
4195244,Gate 30,394,1,1
4195306,Gate 40,41,1,0
4195335,Gate 40,3,0,0
4195580,Gate 30,16,1,0
4195664,Gate 40,7,0,0
4195957,Gate 40,2,0,0
4195963,Gate 30,13,0,0
4195990,Gate 30,2,0,0
4196110,Gate 40,20,0,0
4196228,Gate 40,96,1,0
4196315,Gate 30,71,1,0
4196525,Gate 30,0,0,0
4196630,Gate 40,94,1,0
4196689,Gate 40,4,0,0
4196901,Gate 30,0,0,0
4196913,Gate 30,22,1,0
4196961,Gate 30,14,0,0
4197078,Gate 40,25,1,0
4197123,Gate 40,69,1,0
4197394,Gate 40,78,1,0
4197513,Gate 40,3,0,0
4197737,Gate 40,1,0,0
4197854,Gate 40,1,0,0
4198111,Gate 40,250,0,0
4198237,Gate 40,4,0,0
4198298,Gate 30,72,1,1
4198486,Gate 40,13,0,0
4198499,Gate 30,31,0,0
4198604,Gate 40,26,0,0
4198627,Gate 30,1,0,0
4198821,Gate 30,17,1,0
4198962,Gate 30,114,1,1
4199012,Gate 30,56,1,0
4199026,Gate 40,68,1,0
4199035,Gate 30,4,1,0
4199231,Gate 30,120,0,0
4199496,Gate 40,7,0,0
4199504,Gate 40,1,0,0
4199510,Gate 30,1,0,0
4199678,Gate 30,11,0,0
4199853,Gate 40,6,0,0
4199866,Gate 30,124,1,0
4199968,Gate 30,4,0,0
4200032,Gate 30,3,0,0
4200219,Gate 30,71,1,0
4200309,Gate 40,1,0,0
4200317,Gate 40,13,0,0
4200841,Gate 40,15,0,0
4200856,Gate 30,226,1,0
4200893,Gate 40,59,1,0
4200897,Gate 40,4,0,0
4201056,Gate 30,44,0,0
4201152,Gate 40,27,1,0
4201177,Gate 30,10,1,0
4201291,Gate 30,0,0,0
4201390,Gate 40,6,0,0
4201496,Gate 40,5,0,0
4201628,Gate 30,49,1,1
4201668,Gate 30,148,0,0
4201794,Gate 40,1,0,0
4201922,Gate 40,43,1,0
4201934,Gate 40,13,1,0
4201940,Gate 30,17,0,0
4201962,Gate 40,2,0,0
4202028,Gate 30,14,1,0
4202184,Gate 30,150,1,1
4202538,Gate 30,19,0,0
4202566,Gate 40,62,0,1
4202691,Gate 30,139,1,0
4202758,Gate 30,76,0,0
4202910,Gate 40,55,1,1
4203002,Gate 40,0,0,0
4203204,Gate 40,12,0,0
4203292,Gate 40,10,0,0
4203882,Gate 40,2,0,0
4203999,Gate 30,26,1,1
4204003,Gate 30,10,1,0
4204219,Gate 40,116,1,0
4204369,Gate 30,4,0,0
4204440,Gate 40,79,1,1
4204457,Gate 40,181,1,1
4204459,Gate 40,1,0,0
4204701,Gate 40,5,0,0
4204734,Gate 40,0,0,0
4204748,Gate 40,63,1,0
4204852,Gate 40,15,0,0
4204855,Gate 30,268,1,0
4204866,Gate 30,10,1,0
4204894,Gate 30,1,0,0
4204925,Gate 40,2,0,0
4204954,Gate 40,52,1,0
4204989,Gate 40,2,0,0
4205150,Gate 40,86,1,1
4205290,Gate 30,309,1,1
4205307,Gate 40,44,1,1
4205326,Gate 40,3,1,0
4205580,Gate 30,7,0,0
4205638,Gate 30,0,0,0
4205809,Gate 30,185,1,0
4205850,Gate 30,114,1,0
4206144,Gate 30,18,0,0
4206235,Gate 40,3,0,0
4206311,Gate 40,109,1,1
4206464,Gate 30,163,0,1
4206662,Gate 30,13,0,0
4206844,Gate 30,6,0,0
4207124,Gate 40,0,0,0
4207144,Gate 30,4,0,0
4207169,Gate 30,29,1,0
4207174,Gate 30,30,0,0
4207213,Gate 30,152,1,1
4207270,Gate 40,110,1,0
4207391,Gate 40,1,0,0
4207523,Gate 30,11,0,0
4207596,Gate 30,346,1,1
4207633,Gate 40,67,1,1
4207701,Gate 40,61,1,0
4207827,Gate 40,40,0,0
4207835,Gate 40,51,1,1
4208050,Gate 40,14,0,0
4208337,Gate 30,43,0,0
4208448,Gate 30,126,1,0
4208544,Gate 30,12,1,0
4208558,Gate 40,14,1,0
4208788,Gate 40,106,1,0
4208819,Gate 40,45,1,0
4208873,Gate 40,23,0,0
4209174,Gate 40,1,0,0
4209195,Gate 30,29,1,0
4209213,Gate 40,11,0,0
4209366,Gate 30,24,1,0
4209401,Gate 40,2,0,0
4209447,Gate 30,27,1,0
4209584,Gate 30,38,1,0
4209667,Gate 40,15,0,0
4209677,Gate 40,0,0,0
4209753,Gate 40,8,0,0
4209760,Gate 30,77,1,1
4209793,Gate 30,5,0,0
4209983,Gate 30,1,0,0
4210019,Gate 40,3,0,0
4210219,Gate 40,37,0,0
4210306,Gate 40,223,0,1
4210344,Gate 40,27,1,0
4210447,Gate 40,3,0,0
4210498,Gate 40,20,1,0
4210540,Gate 40,4,0,0
4210737,Gate 40,8,1,0
4210745,Gate 30,49,1,0
4210827,Gate 40,32,1,0
4210863,Gate 40,36,1,0
4211141,Gate 40,45,1,0
4211197,Gate 30,135,1,1
4211236,Gate 40,28,1,0
4211411,Gate 30,12,0,0
4211884,Gate 30,169,1,1
4211977,Gate 30,39,1,0
4212128,Gate 40,493,1,1
4212232,Gate 40,10,0,0
4212377,Gate 30,196,1,0
4212383,Gate 30,0,0,0
4212385,Gate 30,122,1,0
4212419,Gate 40,268,1,1
4212763,Gate 30,24,1,0
4212835,Gate 40,25,0,0
4212858,Gate 40,9,0,0
4213228,Gate 30,3,0,0
4213410,Gate 30,24,1,0
4213548,Gate 30,13,0,0
4213656,Gate 30,179,1,0
4213683,Gate 40,6,0,0
4213751,Gate 30,11,0,0
4213794,Gate 40,13,0,0
4213909,Gate 40,15,0,0
4213923,Gate 40,17,0,0
4213938,Gate 40,271,1,1
4214011,Gate 40,0,0,0
4214013,Gate 40,2,0,0
4214182,Gate 40,40,1,0
4214259,Gate 40,223,1,1
4214306,Gate 30,16,1,0
4214369,Gate 40,5,0,0
4214398,Gate 30,3,0,0
4214481,Gate 40,160,1,0
4214482,Gate 30,14,0,0
4214572,Gate 40,6,0,0
4214589,Gate 30,9,0,0
4214726,Gate 40,6,0,0
4215082,Gate 40,31,0,0
4215113,Gate 40,14,1,0
4215405,Gate 40,258,1,1
4215694,Gate 30,5,0,0
4215723,Gate 40,0,0,0
4215736,Gate 30,5,0,0
4215928,Gate 30,87,1,0
4215976,Gate 40,17,1,0
4216096,Gate 40,21,1,0
4216207,Gate 40,165,1,0
4216341,Gate 40,1,0,0
4216392,Gate 40,1,0,0
4216502,Gate 30,294,1,1
4216560,Gate 40,6,0,0
4217124,Gate 40,8,0,0
4217141,Gate 30,6,0,0
4217152,Gate 40,159,0,1
4217608,Gate 40,14,0,0
4217615,Gate 40,5,0,0
4217925,Gate 30,1,0,0
4217929,Gate 40,7,0,0
4218123,Gate 30,17,1,0
4218259,Gate 30,37,1,0
4218296,Gate 30,39,1,0
4218496,Gate 40,83,1,1
4218581,Gate 40,47,0,0
4218675,Gate 30,255,1,1
4218735,Gate 30,4,0,0
4218745,Gate 30,4,0,0
4219058,Gate 40,0,0,0
4219219,Gate 30,91,1,0
4219313,Gate 40,4,0,0
4219407,Gate 40,13,0,0
4219556,Gate 40,1,0,0
4220032,Gate 30,9,0,0
4220054,Gate 30,48,1,1
4220309,Gate 40,43,0,0
4220558,Gate 40,13,0,0
4220878,Gate 30,172,1,0
4221162,Gate 30,0,0,0
4221206,Gate 30,21,0,0
4221328,Gate 40,196,1,1
4221600,Gate 30,0,0,0
4221711,Gate 40,14,1,0
4221729,Gate 30,7,0,0
4221865,Gate 40,72,1,0
4221966,Gate 40,12,0,0
4222152,Gate 40,23,1,1
4222179,Gate 40,11,0,1
4222326,Gate 30,2,0,0
4222561,Gate 30,38,0,1
4222935,Gate 30,51,0,1
4222994,Gate 40,29,1,1
4223178,Gate 30,21,1,0
4223191,Gate 30,15,1,0
4223256,Gate 40,26,0,0
4223287,Gate 40,203,1,0
4223404,Gate 30,3,0,0
4223666,Gate 40,29,0,0
4223673,Gate 30,293,1,1
4223770,Gate 30,1,0,0
4223851,Gate 40,0,0,0
4224162,Gate 40,1,0,0
4224390,Gate 30,114,1,0
4224413,Gate 40,48,1,0
4224422,Gate 40,29,0,0
4224513,Gate 40,8,0,0
4224551,Gate 40,26,1,0
4224720,Gate 30,14,1,0
4224933,Gate 30,44,1,0
4225058,Gate 30,1,0,0
4225190,Gate 30,196,1,0
4225264,Gate 40,176,1,0
4225299,Gate 40,46,0,0
4225311,Gate 30,18,0,0
4225395,Gate 30,65,1,1
4225470,Gate 40,18,1,0
4225497,Gate 30,6,1,0
4225549,Gate 40,10,1,0
4225630,Gate 40,19,0,0
4225633,Gate 30,333,1,1
4225634,Gate 40,4,0,0
4225710,Gate 30,19,0,0
4225744,Gate 40,30,0,1
4225869,Gate 30,2,0,0
4225971,Gate 30,13,1,0
4226024,Gate 40,4,0,0
4226198,Gate 40,26,1,0
4226291,Gate 30,1,0,0
4226380,Gate 30,15,0,0
4226454,Gate 40,9,0,0
4226481,Gate 30,33,1,0
4226491,Gate 30,4,0,0
4226600,Gate 30,44,0,0
4226663,Gate 40,5,0,0
4227010,Gate 30,22,0,0
4227088,Gate 40,138,1,1
4227331,Gate 30,2,0,0
4227437,Gate 40,7,0,0
4227451,Gate 30,1,0,0
4227555,Gate 30,141,1,1
4227900,Gate 30,349,1,1
4228208,Gate 40,288,1,0
4228247,Gate 30,5,0,0
4228383,Gate 40,29,0,0
4228595,Gate 40,10,1,0
4228706,Gate 40,4,0,0
4228786,Gate 30,76,1,0
4228814,Gate 30,17,1,0
4228963,Gate 30,171,1,0
4229205,Gate 40,13,1,0
4229246,Gate 30,29,1,0
4229305,Gate 40,67,0,0
4229512,Gate 30,5,0,0
4229539,Gate 30,164,1,1
4229575,Gate 40,2,0,0
4229733,Gate 40,4,0,0
4229918,Gate 30,34,0,0
4230312,Gate 40,8,1,0
4230435,Gate 40,11,1,0
4230788,Gate 40,20,0,0
4230827,Gate 40,23,0,0
4230852,Gate 40,53,1,1
4230953,Gate 30,48,1,0
4231019,Gate 30,76,1,1
4231146,Gate 40,213,1,0
4231157,Gate 40,2,0,0
4231313,Gate 40,94,1,1
4231472,Gate 30,61,0,1
4231753,Gate 30,118,1,1
4231827,Gate 40,17,1,1
4231860,Gate 30,54,1,0
4231906,Gate 30,3,0,0
4231991,Gate 40,8,0,0
4232240,Gate 40,9,0,0
4232262,Gate 40,160,1,1
4232573,Gate 30,100,1,0
4232684,Gate 40,2,0,1
4232773,Gate 40,10,1,0
4232840,Gate 30,12,1,0
4232950,Gate 40,26,1,0
4232973,Gate 30,70,0,1
4233017,Gate 30,27,1,0
4233071,Gate 30,3,0,0
4233101,Gate 30,5,0,0
4233152,Gate 40,95,1,1
4233180,Gate 30,6,0,0
4233181,Gate 30,11,0,0
4233193,Gate 30,22,1,0
4233232,Gate 40,59,1,0
4233273,Gate 40,15,0,0
4233280,Gate 40,2,0,0
4233299,Gate 30,36,1,0
4233308,Gate 40,2,0,0
4233318,Gate 30,346,1,1
4233837,Gate 30,141,1,1
4233919,Gate 40,114,1,0
4233978,Gate 40,20,0,0
4234034,Gate 30,23,0,0
4234159,Gate 40,53,1,0
4234247,Gate 40,0,0,0
4234287,Gate 40,222,1,0
4234442,Gate 40,18,1,0
4234498,Gate 40,10,0,0
4234510,Gate 30,247,1,1
4234530,Gate 30,22,1,1
4234563,Gate 40,18,1,0
4234591,Gate 40,241,1,1
4234686,Gate 40,143,1,1
4234692,Gate 40,26,1,0
4234703,Gate 40,1,0,0
4235007,Gate 30,14,0,0
4235245,Gate 40,16,0,0
4235391,Gate 30,26,0,0
4235556,Gate 40,2,0,1
4235608,Gate 40,3,0,0
4235725,Gate 30,44,1,0
4235872,Gate 30,144,1,1
4236053,Gate 30,12,0,0
4236721,Gate 30,5,0,0
4236763,Gate 40,12,0,0
4236899,Gate 30,91,1,1
4236902,Gate 30,58,1,0
4236913,Gate 40,1,0,0
4237104,Gate 30,11,0,0
4237181,Gate 30,48,0,0
4237342,Gate 30,13,0,0
4237386,Gate 40,19,0,0
4237453,Gate 30,33,1,0
4237810,Gate 40,78,1,0
4237929,Gate 40,10,0,0
4237979,Gate 30,68,1,1
4238000,Gate 40,183,1,0
4238003,Gate 40,19,0,0
4238099,Gate 40,4,0,0
4238200,Gate 40,29,0,0
4238327,Gate 30,2,0,0
4238492,Gate 40,4,0,0
4238618,Gate 30,1,0,0
4238722,Gate 40,6,0,0
4238749,Gate 30,7,0,0
4238862,Gate 30,1,0,0
4238909,Gate 40,63,1,0
4238960,Gate 40,27,1,0
4239233,Gate 40,52,0,0
4239331,Gate 40,10,0,0
4239502,Gate 40,2,0,0
4240113,Gate 30,5,0,0
4240117,Gate 30,4,0,0
4240188,Gate 40,80,1,0
4240366,Gate 30,6,0,0
4240661,Gate 40,18,0,0
4240662,Gate 30,60,1,0
4240812,Gate 40,4,0,0
4240817,Gate 40,10,0,1
4240824,Gate 30,9,0,0
4240997,Gate 40,16,0,0
4241210,Gate 40,79,1,1
4241297,Gate 40,27,0,0
4241376,Gate 30,67,1,1
4241404,Gate 30,2,0,0
4241641,Gate 30,39,1,0
4241656,Gate 30,33,0,0
4241808,Gate 40,2,0,0
4241839,Gate 40,21,1,0
4241891,Gate 30,19,1,0
4242533,Gate 40,13,1,0
4242650,Gate 40,36,1,1
4242660,Gate 30,0,0,0
4242703,Gate 30,16,0,0
4242749,Gate 30,18,0,0
4242834,Gate 40,21,0,0
4242863,Gate 40,228,1,0
4242961,Gate 40,67,0,0
4242963,Gate 40,5,0,0
4243170,Gate 40,0,0,0
4243179,Gate 30,54,0,1
4243255,Gate 30,604,1,1
4243361,Gate 40,88,1,1
4243392,Gate 40,22,1,0
4243427,Gate 30,40,0,0
4243436,Gate 40,109,1,0
4243712,Gate 30,9,1,0
4243730,Gate 30,6,0,0
4243760,Gate 30,135,1,0
4243861,Gate 30,0,0,0
4244019,Gate 30,2,0,0
4244021,Gate 40,45,1,0
4244100,Gate 30,381,1,1
4244281,Gate 30,17,0,0
4244346,Gate 30,5,0,0
4244550,Gate 30,61,1,0
4244610,Gate 40,4,0,0
4244614,Gate 40,198,1,1
4244615,Gate 30,81,1,1
4244699,Gate 40,106,1,1
4244794,Gate 30,245,1,1
4245023,Gate 30,343,1,1
4245114,Gate 40,30,1,0
4245116,Gate 40,15,0,0
4245136,Gate 40,505,1,1
4245217,Gate 40,2,0,0
4245236,Gate 40,244,1,1
4245348,Gate 30,10,0,0
4245645,Gate 30,213,1,1
4245746,Gate 40,18,1,0
4245954,Gate 30,102,0,0
4246019,Gate 30,58,1,0
4246064,Gate 40,173,1,0
4246102,Gate 40,121,1,0
4246106,Gate 40,6,1,0
4246112,Gate 30,123,0,1
4246166,Gate 40,13,0,0
4246219,Gate 40,32,1,0
4246226,Gate 40,45,1,0
4246322,Gate 30,138,1,1
4246430,Gate 30,27,1,0
4246496,Gate 40,7,0,0
4246883,Gate 30,2,0,0
4247091,Gate 30,12,1,0
4247335,Gate 30,3,0,0
4247584,Gate 40,12,0,0
4247688,Gate 30,56,0,0
4247785,Gate 30,30,1,0
4247831,Gate 40,1,0,0
4247851,Gate 40,3,0,0
4248048,Gate 30,170,1,1
4248181,Gate 30,0,0,0
4248337,Gate 30,4,1,0
4248362,Gate 40,3,0,0
4248516,Gate 30,4,1,0
4248527,Gate 30,26,1,0
4248812,Gate 30,12,0,0
4248848,Gate 40,55,0,0
4249072,Gate 40,4,0,0
4249244,Gate 40,2,0,0
4249359,Gate 40,118,1,0
4249656,Gate 30,21,0,0
4249884,Gate 40,17,0,0
4249939,Gate 30,65,0,0
4250153,Gate 30,32,0,0
4250155,Gate 30,1,0,0
4250242,Gate 40,39,1,0
4250286,Gate 40,1,0,0
4250531,Gate 40,18,0,0
4250634,Gate 30,42,1,0
4250968,Gate 40,322,1,1
4250982,Gate 40,64,1,0
4251057,Gate 40,11,1,0
4251186,Gate 30,15,1,0
4251241,Gate 30,1,0,0
4251264,Gate 30,12,0,0
4251414,Gate 30,13,0,0
4251527,Gate 30,28,0,0
4251594,Gate 30,2,0,0
4251670,Gate 30,9,0,0
4251756,Gate 30,1,0,0
4251908,Gate 40,26,0,0
4251916,Gate 40,4,0,0
4251929,Gate 30,58,1,1
4251969,Gate 30,16,0,0
4252129,Gate 30,5,0,0
4252196,Gate 40,123,1,1
4252247,Gate 40,6,0,0
4252381,Gate 40,41,1,0
4252501,Gate 30,3,0,0
4252709,Gate 40,31,1,1
4252732,Gate 30,68,1,1
4252734,Gate 40,0,0,0
4252758,Gate 40,1,0,0
4252877,Gate 30,1,0,0
4252938,Gate 40,47,1,0
4253152,Gate 40,2,0,0
4253154,Gate 30,358,1,1
4253177,Gate 30,9,1,0
4253194,Gate 40,86,1,0
4253235,Gate 30,19,0,0
4253494,Gate 40,51,1,1
4253768,Gate 30,49,1,1
4253870,Gate 30,5,0,0
4253972,Gate 30,6,0,0
4254036,Gate 40,47,1,0
4254074,Gate 40,0,0,0
4254155,Gate 30,22,0,0
4254540,Gate 40,334,1,1
4254730,Gate 30,3,0,0
4254842,Gate 40,2,0,0
4255009,Gate 40,70,0,1
4255094,Gate 40,18,1,0
4255098,Gate 30,29,0,1
4255110,Gate 30,19,0,0
4255376,Gate 30,15,1,0
4255401,Gate 40,20,0,1
4255404,Gate 40,7,0,0
4255571,Gate 30,0,0,0
4255674,Gate 30,34,1,0
4255974,Gate 30,4,0,0
4256132,Gate 30,9,1,0
4256358,Gate 30,31,0,0
4256466,Gate 30,3,0,0
4256512,Gate 40,72,0,0
4256632,Gate 40,57,1,0
4256750,Gate 30,37,0,1
4257029,Gate 40,2,0,0
4257110,Gate 30,15,1,0
4257237,Gate 40,8,0,0
4257675,Gate 30,21,1,0
4257683,Gate 30,0,0,0
4257699,Gate 40,39,1,0
4257837,Gate 40,3,0,0
4257954,Gate 30,391,1,1
4258037,Gate 40,16,1,0
4258196,Gate 30,9,0,0
4258207,Gate 40,75,0,0
4258273,Gate 30,2,0,0
4258388,Gate 40,178,1,1
4258616,Gate 40,111,1,0
4258939,Gate 30,5,1,0
4259036,Gate 40,140,1,1
4259387,Gate 40,4,0,0
4259392,Gate 40,17,0,1
4259493,Gate 40,57,1,0
4259518,Gate 30,0,0,0
4259655,Gate 40,310,1,1
4259978,Gate 40,23,1,0
4260525,Gate 30,13,0,0
